game_id,season,week,gameday,away_team,home_team,nfl_url,message
2001_15_MIA_NE,2001,15,2001-12-22,MIA,NE,https://www.nfl.com/games/dolphins-at-patriots-2001-reg-15,no gamebook pdf link found
2001_15_PHI_SF,2001,15,2001-12-22,PHI,SF,https://www.nfl.com/games/eagles-at-49ers-2001-reg-15,no gamebook pdf link found
2001_15_SD_KC,2001,15,2001-12-23,SD,KC,https://www.nfl.com/games/chargers-at-chiefs-2001-reg-15,no gamebook pdf link found
2001_15_SEA_NYG,2001,15,2001-12-23,SEA,NYG,https://www.nfl.com/games/seahawks-at-giants-2001-reg-15,no gamebook pdf link found
2001_15_STL_CAR,2001,15,2001-12-23,STL,CAR,https://www.nfl.com/games/rams-at-panthers-2001-reg-15,no gamebook pdf link found
2001_15_TEN_OAK,2001,15,2001-12-22,TEN,OAK,https://www.nfl.com/games/titans-at-raiders-2001-reg-15,no gamebook pdf link found
2001_16_ARI_CAR,2001,16,2001-12-30,ARI,CAR,https://www.nfl.com/games/cardinals-at-panthers-2001-reg-16,no gamebook pdf link found
2001_16_ATL_MIA,2001,16,2001-12-30,ATL,MIA,https://www.nfl.com/games/falcons-at-dolphins-2001-reg-16,no gamebook pdf link found
2001_16_CLE_TEN,2001,16,2001-12-30,CLE,TEN,https://www.nfl.com/games/browns-at-titans-2001-reg-16,no gamebook pdf link found
2001_16_IND_STL,2001,16,2001-12-30,IND,STL,https://www.nfl.com/games/colts-at-rams-2001-reg-16,no gamebook pdf link found
2001_16_KC_JAX,2001,16,2001-12-30,KC,JAX,https://www.nfl.com/games/chiefs-at-jaguars-2001-reg-16,no gamebook pdf link found
2001_16_NYG_PHI,2001,16,2001-12-30,NYG,PHI,https://www.nfl.com/games/giants-at-eagles-2001-reg-16,no gamebook pdf link found
2001_16_PIT_CIN,2001,16,2001-12-30,PIT,CIN,https://www.nfl.com/games/steelers-at-bengals-2001-reg-16,no gamebook pdf link found
2001_16_WAS_NO,2001,16,2001-12-30,WAS,NO,https://www.nfl.com/games/redskins-at-saints-2001-reg-16,no gamebook pdf link found
2001_17_ATL_STL,2001,17,2002-01-06,ATL,STL,https://www.nfl.com/games/falcons-at-rams-2001-reg-17,no gamebook pdf link found
2001_17_BUF_MIA,2001,17,2002-01-06,BUF,MIA,https://www.nfl.com/games/bills-at-dolphins-2001-reg-17,no gamebook pdf link found
2001_17_DAL_DET,2001,17,2002-01-06,DAL,DET,https://www.nfl.com/games/cowboys-at-lions-2001-reg-17,no gamebook pdf link found
2001_17_DEN_IND,2001,17,2002-01-06,DEN,IND,https://www.nfl.com/games/broncos-at-colts-2001-reg-17,no gamebook pdf link found
2001_17_JAX_CHI,2001,17,2002-01-06,JAX,CHI,https://www.nfl.com/games/jaguars-at-bears-2001-reg-17,no gamebook pdf link found
2001_17_NE_CAR,2001,17,2002-01-06,NE,CAR,https://www.nfl.com/games/patriots-at-panthers-2001-reg-17,no gamebook pdf link found
2001_17_NYJ_OAK,2001,17,2002-01-06,NYJ,OAK,https://www.nfl.com/games/jets-at-raiders-2001-reg-17,no gamebook pdf link found
2001_17_SF_NO,2001,17,2002-01-06,SF,NO,https://www.nfl.com/games/49ers-at-saints-2001-reg-17,no gamebook pdf link found
2002_05_GB_CHI,2002,5,2002-10-07,GB,CHI,https://www.nfl.com/games/packers-at-bears-2002-reg-5,no gamebook pdf link found
2005_15_KC_NYG,2005,15,2005-12-17,KC,NYG,https://www.nfl.com/games/chiefs-at-giants-2005-reg-15,no gamebook pdf link found
